,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
799,MILAN,LAZIO,2-0,1-0,5.1,6.7,5.8,52,48,6,7,16,3,3,26,75,16,28,16,1,0,0,12,5,20,3,8,21,76,17,27,12,4,0,0,2,0,0,2,2016
800,BOLOGNA,SAMPDORIA,2-0,1-0,4.7,6.8,5.8,40,60,5,4,11,2,2,28,74,8,24,16,1,0,1,5,3,10,2,4,24,80,14,13,12,3,0,1,2,0,0,2,2016
801,ROMA,CROTONE,4-0,2-0,6.4,8.3,4.7,72,28,8,7,20,5,11,11,90,23,20,12,0,0,0,4,3,11,4,5,19,72,4,31,7,1,0,0,4,0,0,4,2016
802,UDINESE,FIORENTINA,02-Feb,02-Jan,6.7,6.1,6.2,31,69,6,5,14,3,4,27,81,6,13,16,1,0,0,1,3,7,4,3,18,90,9,22,15,3,0,0,2,2,2,2,2016
803,ATALANTA,PALERMO,0-1,0-0,4.1,5.5,7.4,48,52,7,5,16,4,7,35,78,11,11,20,3,0,0,4,2,7,1,5,24,76,12,35,12,2,0,0,0,1,1,0,2016
804,CHIEVO,SASSUOLO,02-Jan,02-Jan,4.9,7,5.1,43,57,1,3,5,2,7,22,69,28,41,14,2,0,0,2,2,7,3,9,36,74,19,24,15,1,0,0,2,1,1,2,2016
805,GENOA,NAPOLI,0-0,0-0,3.2,6.1,6.4,37,63,2,5,12,5,5,22,73,15,30,16,4,0,0,9,3,14,2,8,25,85,13,38,11,2,0,0,0,0,0,0,2016
806,PESCARA,TORINO,0-0,0-0,4.3,6.7,5.3,62,38,11,4,19,4,9,19,84,7,16,13,3,0,0,6,3,11,2,4,27,77,7,22,15,3,1,1,0,0,0,0,2016
807,EMPOLI,INTER,0-2,0-2,4.2,5.8,6.7,53,47,5,3,9,1,5,23,83,12,19,14,1,0,0,5,4,13,4,4,29,77,12,21,15,4,0,0,0,2,2,0,2016
808,JUVENTUS,CAGLIARI,4-0,3-0,6.5,8.8,4.1,61,39,9,13,28,6,9,24,88,14,10,19,1,0,0,2,0,2,0,0,13,77,10,22,12,3,0,0,4,0,0,4,2016
809,PALERMO,JUVENTUS,0-1,0-0,3.5,5.4,7,47,53,1,2,4,1,2,18,84,9,26,16,3,0,0,6,6,14,2,9,17,86,11,16,9,3,0,0,0,1,1,0,2016
810,NAPOLI,CHIEVO,2-0,2-0,4.2,6.8,5.5,53,47,7,5,13,1,4,16,87,14,15,12,2,0,0,2,2,7,3,2,19,86,9,11,16,4,0,0,2,0,0,2,2016
811,TORINO,ROMA,03-Jan,1-0,7.1,7,5.5,31,69,6,8,18,4,7,17,72,10,45,15,1,0,0,13,6,22,3,13,27,86,16,11,12,4,0,0,3,1,1,3,2016
812,INTER,BOLOGNA,01-Jan,01-Jan,4.8,7.2,6.4,60,40,13,6,22,3,11,27,84,22,17,12,0,0,0,2,3,8,3,4,19,73,8,33,7,4,0,0,1,1,1,1,2016
813,LAZIO,EMPOLI,2-0,1-0,4.4,7,6,39,61,5,3,12,4,5,16,74,16,29,14,2,0,0,4,3,9,2,6,30,82,10,19,7,2,0,0,2,0,0,2,2016
814,GENOA,PESCARA,01-Jan,0-0,5.1,5.3,6.9,43,57,2,4,8,2,1,19,81,15,33,22,3,1,1,6,4,11,1,5,21,84,13,16,10,3,0,0,1,1,1,1,2016
815,SASSUOLO,UDINESE,1-0,1-0,4.3,6.6,6.3,57,43,5,5,12,2,6,25,84,12,20,14,3,0,0,5,3,12,4,9,30,83,13,22,12,2,0,0,1,0,0,1,2016
816,FIORENTINA,MILAN,0-0,0-0,3.1,6.6,5.8,61,39,9,5,20,6,6,19,86,7,12,10,2,0,0,6,1,12,5,3,15,80,7,36,12,4,0,0,0,0,0,0,2016
817,CROTONE,ATALANTA,01-Mar,0-3,6.7,4.9,7.7,55,45,6,3,12,3,6,25,81,15,16,21,3,0,0,4,8,12,1,3,24,81,11,50,14,1,0,1,1,3,3,1,2016
818,CAGLIARI,SAMPDORIA,02-Jan,1-0,6.2,6.7,5.8,40,60,2,3,9,4,3,27,72,18,40,16,2,0,0,8,2,18,8,10,23,80,11,12,15,3,0,0,2,1,1,2,2016
819,PESCARA,CHIEVO,0-2,0-0,4.4,5.8,6.6,55,45,5,2,11,4,11,25,84,8,10,11,1,0,0,7,4,15,4,5,17,83,16,28,14,3,0,0,0,2,2,0,2016
820,UDINESE,LAZIO,0-3,0-1,5.7,5.2,8.3,45,55,7,3,15,5,5,24,84,16,15,4,2,0,0,5,5,15,5,9,25,85,14,21,12,1,0,0,0,3,3,0,2016
821,EMPOLI,JUVENTUS,0-3,0-0,6.4,4.9,8.2,43,57,1,3,6,2,5,16,79,5,17,21,2,0,0,8,11,26,7,7,12,85,13,15,20,1,0,0,0,3,3,0,2016
822,ATALANTA,NAPOLI,1-0,1-0,3.8,6.7,6.1,31,69,4,4,10,2,4,14,68,12,38,11,3,0,0,8,3,13,2,12,34,83,14,11,13,3,0,0,1,0,0,1,2016
823,SAMPDORIA,PALERMO,01-Jan,0-0,5.7,6.4,6.2,54,46,10,7,23,6,6,31,81,14,3,9,2,0,0,2,2,4,0,1,19,76,10,34,18,6,1,0,1,1,1,1,2016
824,CAGLIARI,CROTONE,02-Jan,1-0,7.7,6.1,6.1,53,47,5,9,15,1,6,18,78,16,20,13,0,0,0,13,8,23,2,14,24,78,17,17,14,4,0,0,2,1,1,2,2016
825,BOLOGNA,GENOA,0-1,0-0,4.4,5.3,7.2,43,57,2,3,6,1,7,23,76,15,17,8,1,1,2,7,4,13,2,3,10,88,7,32,22,4,1,0,0,1,1,0,2016
826,MILAN,SASSUOLO,04-Mar,01-Jan,9,6.7,5.6,52,48,5,6,15,4,5,23,84,13,22,10,1,0,0,0,5,7,2,4,27,80,7,16,10,5,0,0,4,3,3,4,2016
827,TORINO,FIORENTINA,02-Jan,1-0,6.3,6.5,6.1,39,61,8,5,19,6,6,23,73,8,19,15,2,0,0,6,5,13,2,8,20,83,8,13,13,2,0,0,2,1,1,2,2016
828,ROMA,INTER,02-Jan,1-0,7.1,6.7,5.5,36,64,10,7,19,2,3,16,75,13,34,9,1,0,0,10,5,18,3,10,21,86,8,10,17,2,0,0,2,1,1,2,2016
829,NAPOLI,ROMA,01-Mar,0-1,6.8,5.5,7.1,57,43,7,5,21,9,9,20,87,8,6,5,2,0,0,6,6,14,2,1,16,82,8,30,16,3,0,0,1,3,3,1,2016
830,PESCARA,SAMPDORIA,01-Jan,01-Jan,6.5,5.7,6.4,33,67,3,7,10,0,8,22,68,8,25,9,2,1,0,10,9,22,3,8,27,86,10,18,12,1,0,0,1,1,1,1,2016
831,JUVENTUS,UDINESE,02-Jan,01-Jan,5.7,7,5.6,49,51,7,5,15,3,4,27,87,12,32,11,1,0,0,2,4,8,2,7,27,84,10,16,11,2,0,0,2,1,1,2,2016
832,FIORENTINA,ATALANTA,0-0,0-0,3.2,6.7,6.1,65,35,7,6,17,4,7,23,88,6,21,14,3,0,0,7,3,13,3,6,16,78,19,28,17,3,0,0,0,0,0,0,2016
833,INTER,CAGLIARI,01-Feb,0-0,6.2,5.4,6.9,64,36,8,4,17,5,10,27,86,16,18,10,1,0,0,3,6,11,2,6,17,69,18,33,12,5,0,0,1,2,2,1,2016
834,LAZIO,BOLOGNA,01-Jan,0-1,6.1,7.1,5.8,63,37,11,8,27,8,18,21,85,17,12,13,4,0,0,1,4,10,5,0,18,73,9,48,16,3,0,0,1,1,1,1,2016
835,GENOA,EMPOLI,0-0,0-0,2.4,6,6.4,44,56,2,3,8,3,3,21,81,6,16,17,1,1,0,1,1,2,0,2,19,85,11,15,17,4,0,0,0,0,0,0,2016
836,SASSUOLO,CROTONE,02-Jan,0-1,7.4,7.5,5.3,68,32,7,9,22,6,15,31,86,14,18,10,1,0,0,2,1,8,5,1,16,69,9,35,22,3,0,0,2,1,1,2,2016
837,CHIEVO,MILAN,01-Mar,0-1,6.3,5,6.7,46,54,1,5,8,2,7,19,80,21,13,17,3,0,0,5,5,16,6,2,15,83,15,29,13,2,0,0,1,3,3,1,2016
838,PALERMO,TORINO,01-Apr,01-Mar,6.5,5.1,7.7,57,43,9,3,16,4,10,14,88,8,14,15,4,0,0,3,7,15,5,6,25,84,6,21,23,2,0,0,1,4,4,1,2016
839,SAMPDORIA,GENOA,02-Jan,01-Jan,7.1,5.8,5.3,37,63,5,7,14,2,5,24,62,17,37,12,3,0,0,4,5,10,1,6,21,84,21,41,15,3,0,0,2,1,1,2,2016
840,MILAN,JUVENTUS,1-0,0-0,3.7,6.4,6.3,42,58,1,2,8,5,5,14,73,8,28,19,4,0,0,15,3,22,4,9,33,84,13,31,14,3,0,0,1,0,0,1,2016
841,UDINESE,PESCARA,03-Jan,1-0,6.4,7,5.1,38,62,4,4,9,1,6,17,80,8,30,12,2,0,0,9,3,16,4,3,32,86,5,9,9,1,0,0,3,1,1,3,2016
842,ATALANTA,INTER,02-Jan,1-0,6,7.2,5.4,50,50,2,8,11,1,4,26,82,12,13,19,2,0,0,3,4,7,0,0,26,79,8,21,12,2,0,0,2,1,1,2,2016
843,CAGLIARI,FIORENTINA,03-May,01-Apr,8.9,5.1,7.6,37,63,3,5,10,2,4,21,74,10,15,20,2,0,0,6,8,19,5,7,15,89,4,24,7,2,0,0,3,5,5,3,2016
844,TORINO,LAZIO,02-Feb,1-0,7.8,6.3,6.6,56,44,7,4,16,5,4,30,84,8,23,12,2,0,0,8,6,14,0,5,22,79,14,18,14,2,0,0,2,2,2,2,2016
845,EMPOLI,CHIEVO,0-0,0-0,2.6,6.4,6,53,47,1,3,8,4,6,20,79,10,10,16,3,0,0,7,2,13,4,3,19,75,16,18,28,4,1,0,0,0,0,0,2016
846,CROTONE,NAPOLI,01-Feb,0-2,6.6,5.7,7.2,43,57,4,4,12,4,7,37,73,7,12,20,2,0,0,1,8,13,4,7,23,81,12,25,9,0,0,1,1,2,2,1,2016
847,BOLOGNA,SASSUOLO,01-Jan,1-0,5.1,6.3,6.7,49,51,8,4,14,2,7,18,82,11,31,11,0,0,0,3,3,8,2,11,21,80,12,30,13,1,0,0,1,1,1,1,2016
848,ROMA,PALERMO,04-Jan,1-0,6.2,7.6,5.2,60,40,7,7,18,4,4,26,86,14,18,11,3,0,0,1,3,8,4,4,26,76,5,24,14,2,0,0,4,1,1,4,2016
849,GENOA,MILAN,3-0,1-0,5.5,7,5.3,46,54,2,3,8,3,5,12,81,8,24,15,3,0,0,7,3,13,3,3,17,85,15,18,9,0,0,1,3,0,0,3,2016
850,JUVENTUS,SAMPDORIA,04-Jan,2-0,6.3,7.7,5,62,38,6,7,13,0,5,31,86,17,6,6,0,0,0,4,3,8,1,2,22,77,5,17,16,3,0,0,4,1,1,4,2016
851,NAPOLI,EMPOLI,2-0,0-0,5.7,7.9,5.3,62,38,14,10,36,12,11,17,89,10,13,7,1,0,0,2,2,8,4,8,23,79,12,19,9,2,0,0,2,0,0,2,2016
852,INTER,TORINO,02-Jan,1-0,6.1,7.1,5.6,51,49,10,6,21,5,2,21,83,19,23,14,0,0,0,2,2,7,3,10,29,80,13,13,18,4,0,0,2,1,1,2,2016
853,FIORENTINA,CROTONE,01-Jan,0-1,5.5,7,5.5,74,26,10,11,26,5,14,35,87,18,13,15,1,0,0,2,2,4,0,1,10,58,11,50,16,2,0,0,1,1,1,1,2016
854,LAZIO,CAGLIARI,04-Jan,3-0,7.7,7.6,4.2,56,44,3,12,19,4,4,23,82,17,30,6,2,0,0,7,5,15,3,10,25,80,18,13,6,3,0,0,4,1,1,4,2016
855,CHIEVO,BOLOGNA,01-Jan,0-0,4.5,6.5,6.1,56,44,4,3,10,3,6,17,80,16,9,18,0,0,0,2,4,8,2,4,21,78,15,19,14,4,0,0,1,1,1,1,2016
856,PESCARA,ATALANTA,0-1,0-0,3.1,5.9,6.5,48,52,2,0,5,3,2,20,79,10,19,18,3,0,0,7,3,13,3,8,21,83,9,17,22,3,0,0,0,1,1,0,2016
857,SASSUOLO,ROMA,01-Mar,1-0,6.5,4.9,7.7,38,62,7,3,16,6,5,21,70,14,40,12,3,0,0,6,5,16,5,11,16,82,30,29,10,0,0,0,1,3,3,1,2016
858,PALERMO,UDINESE,01-Mar,01-Jan,6.1,5.1,7.4,52,48,6,2,11,3,3,31,82,10,21,15,3,1,0,3,7,11,1,4,20,81,8,16,15,2,0,0,1,3,3,1,2016
859,BOLOGNA,FIORENTINA,0-1,0-1,4.1,5.5,7.2,41,59,2,2,5,1,2,22,82,8,15,8,3,0,1,5,5,12,2,5,30,89,7,11,17,3,0,0,0,1,1,0,2016
860,JUVENTUS,NAPOLI,02-Jan,0-0,5.2,6.3,6.1,51,49,4,2,10,4,3,20,83,11,15,11,4,0,0,5,2,12,5,4,21,84,14,22,10,1,0,0,2,1,1,2,2016
861,ATALANTA,GENOA,3-0,2-0,5.7,7.9,5.1,43,57,5,9,15,1,3,23,78,13,18,12,1,0,0,5,2,10,3,3,25,80,8,21,14,2,0,0,3,0,0,3,2016
862,LAZIO,SASSUOLO,02-Jan,0-0,6,6.6,5.9,56,44,3,6,14,5,10,24,78,17,14,17,2,0,0,8,5,14,1,4,25,77,10,26,11,1,0,0,2,1,1,2,2016
863,MILAN,PESCARA,1-0,0-0,5.1,6.8,5.8,50,50,9,9,19,1,5,18,85,12,29,11,1,0,0,6,6,15,3,5,24,79,7,15,14,2,0,0,1,0,0,1,2016
864,EMPOLI,ROMA,0-0,0-0,3.4,6.2,6.4,35,65,5,3,8,0,4,18,75,10,29,18,6,0,0,9,6,23,8,8,26,83,25,18,13,3,0,0,0,0,0,0,2016
865,CROTONE,CHIEVO,2-0,1-0,4.5,6.7,4.8,37,63,1,7,9,1,4,24,59,25,32,19,1,0,0,7,3,17,7,5,26,79,25,38,21,2,0,0,2,0,0,2,2016
866,SAMPDORIA,INTER,1-0,1-0,4.2,6.3,6,44,56,5,3,9,1,4,18,78,12,24,15,1,0,0,9,3,14,2,5,19,83,15,11,14,3,0,0,1,0,0,1,2016
867,UDINESE,TORINO,02-Feb,0-1,7.2,6.3,6.3,42,58,7,5,16,4,4,25,78,22,24,13,2,0,0,5,3,13,5,4,17,83,5,15,19,3,0,0,2,2,2,2,2016
868,CAGLIARI,PALERMO,02-Jan,0-0,5.1,6.5,6,42,58,2,4,8,2,2,37,72,18,25,19,5,0,0,4,3,12,5,4,21,80,15,24,16,3,0,0,2,1,1,2,2016
869,TORINO,CAGLIARI,05-Jan,03-Jan,7,8.1,4.2,63,37,9,9,23,5,5,17,88,12,13,15,1,0,0,2,6,9,1,4,19,80,15,10,10,2,0,1,5,1,1,5,2016
870,NAPOLI,LAZIO,01-Jan,0-0,4.9,7.2,6.1,64,36,6,8,18,4,9,22,87,6,7,12,0,0,0,4,3,7,0,2,11,78,9,23,15,2,0,0,1,1,1,1,2016
871,PESCARA,EMPOLI,0-4,0-3,6.4,5.1,8.2,55,45,9,6,23,8,8,25,81,15,10,15,2,0,0,3,6,9,0,1,18,78,12,33,12,2,0,0,0,4,4,0,2016
872,CHIEVO,JUVENTUS,01-Feb,0-0,5.5,5.1,6.3,41,59,6,2,9,1,2,25,78,10,10,20,5,0,0,8,6,17,3,4,13,86,13,15,14,4,0,0,1,2,2,1,2016
873,PALERMO,MILAN,01-Feb,0-1,6.2,5.9,6.7,53,47,5,7,15,3,6,27,83,11,12,23,2,0,0,6,6,12,0,5,14,83,9,24,14,1,0,0,1,2,2,1,2016
874,GENOA,UDINESE,01-Jan,01-Jan,4.3,6.6,6.6,63,37,7,4,17,6,3,7,85,10,5,15,2,0,0,7,3,10,0,1,20,76,21,23,12,1,0,0,1,1,1,1,2016
875,SASSUOLO,ATALANTA,0-3,0-3,6,4.9,7.9,52,48,7,3,15,5,3,24,79,11,21,10,4,0,0,3,8,15,4,7,19,79,15,26,19,2,0,0,0,3,3,0,2016
876,INTER,CROTONE,3-0,0-0,6.1,8.2,4.1,75,25,11,9,25,5,18,27,88,18,21,9,1,0,0,3,0,4,1,4,19,55,13,47,10,2,0,0,3,0,0,3,2016
877,FIORENTINA,SAMPDORIA,01-Jan,1-0,5.3,5.9,6.3,52,48,10,5,21,6,11,26,79,13,9,18,3,0,0,9,6,17,2,2,23,78,6,26,14,2,0,0,1,1,1,1,2016
878,ROMA,BOLOGNA,3-0,1-0,5.9,7.8,5.1,54,46,9,8,22,5,3,28,84,10,20,18,1,0,0,5,5,13,3,6,20,79,8,20,9,0,0,0,3,0,0,3,2016
879,CHIEVO,CAGLIARI,1-0,0-0,3.2,6.6,5.2,53,47,9,2,12,1,5,16,75,23,31,17,3,0,0,7,2,10,1,9,23,73,28,25,18,3,0,0,1,0,0,1,2016
880,UDINESE,NAPOLI,01-Feb,0-0,5.5,5.8,7.2,31,69,2,3,7,2,4,20,75,16,14,9,1,0,0,3,4,10,3,7,27,88,12,13,7,0,0,0,1,2,2,1,2016
881,JUVENTUS,PESCARA,3-0,1-0,5,7.2,5.3,61,39,7,5,14,2,4,15,90,10,14,11,0,0,0,3,3,9,3,1,25,81,6,32,15,2,0,0,3,0,0,3,2016
882,SAMPDORIA,SASSUOLO,03-Feb,0-0,9.4,6.7,5.2,59,41,9,8,21,4,9,28,80,7,12,17,4,0,0,5,5,11,1,1,9,73,23,36,17,3,0,0,3,2,2,3,2016
883,ATALANTA,ROMA,02-Jan,0-1,6.7,6.7,5.8,48,52,7,6,21,8,10,27,79,7,19,15,1,0,0,3,5,9,1,6,20,79,9,29,14,2,0,0,2,1,1,2,2016
884,BOLOGNA,PALERMO,03-Jan,01-Jan,5.3,6.8,5.7,47,53,3,4,8,1,4,25,76,15,22,15,1,0,0,3,4,8,1,6,23,81,11,21,15,2,0,0,3,1,1,3,2016
885,EMPOLI,FIORENTINA,0-4,0-1,6.8,5,8.6,50,50,4,6,13,3,5,23,85,6,18,7,1,0,0,8,13,24,3,4,19,83,8,28,12,3,0,0,0,4,4,0,2016
886,CROTONE,TORINO,0-2,0-0,5.1,5.9,6.8,31,69,4,5,15,6,6,36,66,13,21,11,1,0,0,5,4,17,8,5,20,85,18,39,6,1,0,0,0,2,2,0,2016
887,LAZIO,GENOA,03-Jan,1-0,6.4,6.6,5.2,48,52,8,4,18,6,3,20,82,17,28,14,1,0,0,7,3,13,3,5,18,84,9,10,20,3,0,1,3,1,1,3,2016
888,MILAN,INTER,02-Feb,1-0,7.8,6.1,6.7,34,66,4,4,10,2,1,16,71,9,28,16,2,0,0,10,7,22,5,8,28,86,14,9,14,4,0,0,2,2,2,2,2016
889,TORINO,CHIEVO,02-Jan,2-0,5.9,6.6,5.7,49,51,7,4,16,5,10,15,83,15,30,13,2,0,0,7,3,10,0,2,19,83,18,11,10,1,0,1,2,1,1,2,2016
890,EMPOLI,MILAN,01-Apr,01-Jan,6.3,5,7.5,39,61,8,4,15,3,2,18,82,12,11,11,2,0,0,4,6,16,6,6,23,89,14,30,17,3,0,0,1,4,4,1,2016
891,PALERMO,LAZIO,0-1,0-1,4.7,5.8,6.4,40,60,11,4,18,3,4,17,77,13,30,15,3,0,1,7,6,19,6,5,29,84,13,25,18,1,0,0,0,1,1,0,2016
892,CAGLIARI,UDINESE,02-Jan,1-0,6.1,6.4,6,44,56,4,3,7,0,3,21,78,10,21,16,4,0,0,8,5,20,7,4,25,84,17,15,19,3,0,0,2,1,1,2,2016
893,BOLOGNA,ATALANTA,0-2,0-1,4.2,5.1,7.2,52,48,4,2,9,3,6,24,79,16,17,15,5,0,0,11,2,14,1,9,21,78,18,15,12,2,0,0,0,2,2,0,2016
894,GENOA,JUVENTUS,03-Jan,3-0,6.4,7.4,5.3,36,64,6,6,12,0,3,22,72,18,30,26,3,0,0,8,2,13,3,6,22,83,13,13,9,2,0,0,3,1,1,3,2016
895,CROTONE,SAMPDORIA,01-Jan,1-0,4.7,6.1,6.3,36,64,6,3,9,0,2,24,63,17,27,18,3,0,0,5,6,15,4,6,26,82,14,38,15,0,0,0,1,1,1,1,2016
896,ROMA,PESCARA,03-Feb,2-0,8.2,6.6,5.5,60,40,4,7,14,3,8,15,86,12,34,20,3,0,0,5,7,14,2,7,21,75,6,27,21,3,0,0,3,2,2,3,2016
897,NAPOLI,SASSUOLO,01-Jan,1-0,5.1,7.1,6.1,71,29,6,6,19,7,9,29,88,18,11,14,3,0,0,2,1,4,1,3,15,68,9,30,12,4,0,0,1,1,1,1,2016
898,INTER,FIORENTINA,04-Feb,03-Jan,9.5,7.4,4.8,45,55,7,9,22,6,7,18,79,17,24,28,5,0,0,4,6,12,2,2,23,79,8,23,15,3,0,1,4,2,2,4,2016
899,NAPOLI,INTER,3-0,2-0,6.6,8,5.3,54,46,6,11,19,2,5,15,86,6,33,7,2,0,0,5,6,18,7,7,21,84,5,7,12,3,0,0,3,0,0,3,2016
900,JUVENTUS,ATALANTA,03-Jan,2-0,6.3,7.3,5.6,52,48,2,7,12,3,6,30,80,20,18,25,3,0,0,2,2,7,3,4,22,81,6,24,18,2,0,0,3,1,1,3,2016
901,MILAN,CROTONE,02-Jan,01-Jan,6,5.8,5.3,70,30,7,4,12,1,7,26,84,25,19,22,4,0,0,3,5,9,1,4,17,57,17,45,19,4,0,0,2,1,1,2,2016
902,PESCARA,CAGLIARI,01-Jan,0-1,4.8,6.7,5.7,65,35,11,2,19,6,8,27,83,12,8,20,2,0,0,2,2,6,2,2,21,70,12,48,18,3,1,0,1,1,1,1,2016
903,LAZIO,ROMA,0-2,0-0,4,5,7.1,49,51,6,2,11,3,6,20,74,19,23,21,4,0,1,2,4,7,1,3,24,75,15,14,14,3,0,0,0,2,2,0,2016
904,SASSUOLO,EMPOLI,3-0,2-0,5.3,7.5,4.7,43,57,3,6,12,3,2,13,72,14,33,20,4,0,0,7,3,14,4,7,30,80,12,18,10,6,0,0,3,0,0,3,2016
905,SAMPDORIA,TORINO,2-0,0-0,4.5,7.3,5.7,46,54,10,2,13,1,5,22,71,14,11,10,1,0,0,8,3,14,3,2,33,76,14,24,20,4,0,0,2,0,0,2,2016
906,FIORENTINA,PALERMO,02-Jan,1-0,6,6.5,5.3,62,38,9,7,19,3,7,23,82,20,21,16,2,0,0,3,2,7,2,6,12,71,16,36,22,2,0,0,2,1,1,2,2016
907,CHIEVO,GENOA,0-0,0-0,2.6,6.1,5.9,48,52,3,2,7,2,5,26,72,33,41,9,2,0,0,8,0,9,1,8,18,74,20,25,19,3,0,0,0,0,0,0,2016
908,UDINESE,BOLOGNA,1-0,0-0,4.5,7.5,5.2,57,43,7,9,19,3,5,26,87,16,8,10,3,0,0,6,1,7,0,0,20,81,13,26,17,1,1,0,1,0,0,1,2016
909,CROTONE,PESCARA,02-Jan,1-0,5.7,6,4.9,28,72,4,4,9,1,1,32,60,14,36,18,2,1,0,3,2,6,1,4,20,84,13,21,20,4,1,0,2,1,1,2,2016
910,SAMPDORIA,LAZIO,01-Feb,0-2,6.1,5.7,6.8,59,41,4,5,10,1,2,28,81,9,6,9,2,0,0,2,7,10,1,5,19,75,20,27,15,4,0,0,1,2,2,1,2016
911,CAGLIARI,NAPOLI,0-5,0-2,6.5,3.6,9.1,28,72,0,3,6,3,2,10,74,7,17,17,4,0,0,10,11,23,2,10,15,90,6,3,10,3,0,0,0,5,5,0,2016
912,ATALANTA,UDINESE,01-Mar,0-1,6.6,6.1,7.1,73,27,5,9,18,4,11,36,87,6,8,11,1,0,0,2,3,6,1,0,23,67,12,39,12,2,0,0,1,3,3,1,2016
913,TORINO,JUVENTUS,01-Mar,01-Jan,6.4,5,7.2,52,48,5,2,9,2,4,17,81,7,25,23,1,0,0,9,8,17,0,3,23,78,9,17,19,2,0,0,1,3,3,1,2016
914,BOLOGNA,EMPOLI,0-0,0-0,2.5,6.3,6.5,54,46,11,3,23,9,7,27,79,15,5,14,2,0,0,1,1,3,1,2,26,73,12,33,17,4,0,0,0,0,0,0,2016
915,PALERMO,CHIEVO,0-2,0-1,3.8,5.8,6.8,62,38,10,3,16,3,8,14,81,19,14,10,1,0,0,4,3,9,2,3,19,70,16,35,16,1,0,0,0,2,2,0,2016
916,INTER,GENOA,2-0,1-0,4.1,6.9,5.9,49,51,4,3,13,6,5,16,76,18,21,13,1,0,0,5,4,11,2,5,23,76,25,27,18,2,0,0,2,0,0,2,2016
917,FIORENTINA,SASSUOLO,02-Jan,2-0,5.9,6.6,5.7,53,47,6,6,14,2,5,25,79,12,30,23,3,0,0,5,4,16,7,5,21,73,12,13,12,1,0,0,2,1,1,2,2016
918,ROMA,MILAN,1-0,0-0,3.7,6.6,5.7,48,52,7,4,13,2,7,22,77,14,30,13,1,0,0,2,4,8,2,4,27,76,9,20,24,2,0,0,1,0,0,1,2016
919,EMPOLI,CAGLIARI,2-0,1-0,3.9,7.1,4.5,41,59,2,2,7,3,3,23,75,12,24,23,6,0,0,6,2,10,2,2,33,76,22,15,17,5,0,0,2,0,0,2,2016
920,MILAN,ATALANTA,0-0,0-0,2.9,6.3,6.3,58,42,4,3,11,4,6,20,79,14,14,23,3,0,0,8,4,14,2,3,16,70,21,37,28,6,0,0,0,0,0,0,2016
921,JUVENTUS,ROMA,1-0,1-0,3.4,7,5.4,39,61,0,6,7,1,5,21,69,15,37,16,3,0,0,5,2,10,3,8,22,80,16,21,17,5,0,0,1,0,0,1,2016
922,SASSUOLO,INTER,0-1,0-0,4.4,5.6,6.5,44,56,2,4,11,5,3,29,71,21,45,14,1,0,0,8,6,20,6,8,23,76,22,22,18,4,1,0,0,1,1,0,2016
923,NAPOLI,TORINO,05-Mar,3-0,9.5,7.6,4.8,66,34,9,10,21,2,4,17,89,5,17,6,0,0,0,4,5,11,2,3,18,78,7,10,14,3,0,0,5,3,3,5,2016
924,UDINESE,CROTONE,2-0,1-0,4.9,6.7,5.2,57,43,4,8,14,2,5,20,80,34,44,10,0,0,0,4,4,9,1,4,16,71,15,42,19,4,0,1,2,0,0,2,2016
925,CHIEVO,SAMPDORIA,02-Jan,2-0,6.8,7.1,5.2,35,65,4,5,13,4,3,13,69,20,36,10,1,0,0,9,6,21,6,10,27,84,10,19,15,2,0,0,2,1,1,2,2016
926,PESCARA,BOLOGNA,0-3,0-2,5.1,4.7,8.1,30,70,4,1,7,2,1,25,73,9,19,13,1,0,1,6,8,17,3,7,14,91,13,17,16,2,0,0,0,3,3,0,2016
927,LAZIO,FIORENTINA,03-Jan,2-0,7,7,5.2,50,50,4,5,12,3,5,23,78,13,18,16,1,0,0,1,6,13,6,5,14,83,5,19,20,5,0,0,3,1,1,3,2016
928,GENOA,PALERMO,03-Apr,01-Jan,10,5,7.2,60,40,8,7,15,0,5,26,75,23,27,14,3,0,1,7,4,13,2,5,19,66,29,41,18,5,0,0,3,4,4,3,2016
929,ATALANTA,EMPOLI,02-Jan,0-0,6.8,7.5,5.2,66,34,10,10,31,11,14,28,85,13,7,16,3,0,0,2,1,3,0,2,24,72,11,40,10,4,0,0,2,1,1,2,2016
930,INTER,LAZIO,3-0,0-0,5.4,7.8,5.6,53,47,4,6,12,2,6,23,78,17,19,15,2,0,0,3,4,10,3,3,18,77,16,28,11,2,0,0,3,0,0,3,2016
